Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Female,Gender_Male,Type of Travel_Business travel,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction
27,844,1,1,1,5,2,1,4,2,4,3,2,4,3,2,3,4,4,1,1,4,4,1,4,neutral or dissatisfied
57,173,2,2,3,2,2,5,4,4,4,4,5,5,4,5,4,4,4,1,1,4,1,4,4,satisfied
46,149,4,4,4,4,1,5,5,3,3,3,3,1,3,2,4,4,1,4,1,4,1,4,4,satisfied
39,774,5,5,5,3,3,5,3,3,5,4,1,1,1,3,13,19,1,4,1,4,1,4,4,satisfied
54,293,3,4,3,1,5,3,5,5,1,1,4,5,1,5,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
9,436,3,2,3,3,1,3,1,1,3,1,3,1,3,1,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
84,3336,2,3,3,3,4,3,4,2,2,3,2,2,2,4,56,51,4,1,1,4,1,4,4,neutral or dissatisfied
63,591,2,5,2,1,2,2,2,2,4,4,4,5,4,2,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
26,1449,3,2,3,3,5,3,2,5,2,4,4,3,3,5,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
34,542,5,3,1,3,5,4,5,5,2,3,1,2,4,5,8,12,4,1,1,4,4,1,4,satisfied
18,274,1,5,4,1,3,4,3,3,3,3,5,4,4,3,26,65,4,1,4,1,4,1,4,neutral or dissatisfied
53,1744,1,4,1,4,2,1,3,2,1,1,2,4,3,2,2,4,4,1,4,1,4,4,1,neutral or dissatisfied
23,569,3,4,3,1,3,3,1,3,5,3,5,3,5,3,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
34,1235,5,1,5,3,3,5,3,3,3,2,2,3,3,3,4,4,1,4,4,1,4,1,4,satisfied
38,3714,3,2,2,2,3,1,1,3,3,3,3,4,3,2,36,24,4,1,1,4,1,4,4,neutral or dissatisfied
55,1749,2,5,5,5,5,3,4,2,2,2,2,3,2,1,2,4,1,4,1,4,1,4,4,neutral or dissatisfied
44,563,4,4,4,4,3,4,4,3,5,4,4,3,4,3,3,4,1,4,4,1,4,1,4,neutral or dissatisfied
58,377,3,3,3,3,3,5,5,3,3,3,3,5,3,3,4,4,4,1,1,4,1,4,4,satisfied
44,2296,5,5,5,5,4,3,5,4,4,5,4,3,4,3,1,4,1,4,1,4,1,4,4,satisfied
24,2279,3,5,3,3,4,3,4,4,5,5,5,4,4,4,3,4,1,4,4,1,4,1,4,neutral or dissatisfied
26,541,2,5,3,4,2,3,2,2,4,4,5,3,5,2,4,2,4,1,4,1,4,4,1,neutral or dissatisfied
49,573,1,5,2,4,1,4,3,3,3,2,3,1,3,1,16,5,1,4,4,1,4,1,4,neutral or dissatisfied
49,3231,3,3,3,3,5,5,5,5,5,5,5,3,5,5,12,4,4,1,1,4,1,4,4,satisfied
29,989,1,1,1,4,1,1,1,1,4,5,4,2,4,1,6,9,4,1,1,4,4,1,4,neutral or dissatisfied
24,621,4,4,4,1,4,4,4,4,4,5,4,4,3,4,166,167,1,4,1,4,4,1,4,satisfied
63,534,4,5,4,4,1,4,2,1,3,2,1,1,2,1,6,1,4,1,4,1,4,1,4,satisfied
37,1544,2,2,2,2,3,4,4,2,2,2,2,3,2,5,6,4,1,4,1,4,1,4,4,satisfied
23,679,3,3,3,3,3,4,5,3,5,3,3,5,2,5,142,144,4,1,1,4,4,1,4,neutral or dissatisfied
17,965,3,2,2,4,5,2,5,5,1,5,4,3,3,5,18,22,4,1,1,4,4,1,4,neutral or dissatisfied
15,432,1,4,1,1,3,1,3,3,4,2,5,5,5,3,6,4,1,4,4,1,4,1,4,neutral or dissatisfied
33,2676,1,1,3,3,2,1,1,2,1,4,4,1,2,1,9,16,1,4,1,4,1,4,4,neutral or dissatisfied
43,843,5,3,3,3,5,5,5,5,4,5,1,4,3,5,11,4,4,1,1,4,4,1,4,satisfied
54,2343,3,5,3,3,2,4,5,5,5,5,5,3,5,3,4,4,4,1,1,4,1,4,4,satisfied
14,692,3,5,3,5,5,3,5,5,5,3,4,3,4,5,34,44,1,4,4,1,4,4,1,neutral or dissatisfied
57,1372,3,3,3,3,4,4,5,4,4,4,4,5,4,3,31,4,4,1,1,4,1,4,4,satisfied
49,2279,4,4,4,4,5,5,5,4,4,4,4,3,4,5,37,33,4,1,1,4,1,4,4,satisfied
36,895,3,4,3,2,2,3,2,2,4,5,5,5,5,2,4,23,4,1,4,1,4,1,4,neutral or dissatisfied
56,547,3,4,3,3,4,4,3,3,3,3,3,4,3,1,1,4,1,4,1,4,4,1,4,neutral or dissatisfied
56,3732,2,2,2,2,5,4,4,4,4,4,4,4,4,5,4,4,4,1,1,4,1,4,4,satisfied
44,1245,1,1,1,1,2,4,4,1,1,1,1,2,1,3,2,4,1,4,1,4,1,4,4,neutral or dissatisfied
25,1444,5,5,5,5,4,4,4,4,5,5,5,5,4,4,57,145,4,1,1,4,1,4,4,satisfied
57,1514,1,2,1,2,4,3,3,5,5,1,5,3,5,2,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
48,1344,5,5,5,5,5,5,4,5,5,5,5,4,5,4,1,4,1,4,1,4,1,4,4,satisfied
17,2611,1,4,1,1,1,3,3,3,4,4,4,3,4,3,14,4,4,1,4,1,4,4,1,neutral or dissatisfied
54,532,1,4,1,2,3,1,3,3,5,4,4,5,5,3,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
21,377,4,4,4,5,5,4,5,5,5,2,5,3,5,5,4,4,1,4,4,1,1,4,4,neutral or dissatisfied
51,994,1,1,4,1,2,5,4,5,5,5,5,4,5,4,4,4,1,4,1,4,1,4,4,satisfied
55,684,1,3,3,3,1,3,3,1,1,1,1,3,1,4,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
38,2454,5,5,5,5,4,4,4,3,5,4,4,4,5,4,29,53,1,4,1,4,1,4,4,satisfied
48,345,3,3,3,3,3,5,5,3,3,3,3,5,2,5,184,169,4,1,1,4,1,4,4,neutral or dissatisfied
32,689,2,2,2,2,3,2,3,3,3,3,4,3,4,3,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
49,735,4,5,5,5,5,4,5,5,2,4,3,1,4,5,4,9,4,1,1,4,4,1,4,neutral or dissatisfied
43,1873,3,5,4,5,1,4,3,3,3,3,3,2,3,4,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
56,223,2,2,2,2,2,5,5,5,5,5,5,5,5,4,1,3,1,4,1,4,1,4,4,satisfied
15,441,3,3,4,4,4,4,4,4,2,2,4,2,4,4,4,4,4,1,1,4,4,4,1,neutral or dissatisfied
38,248,3,4,4,4,1,4,3,3,3,3,3,4,3,1,27,23,1,4,1,4,1,4,4,neutral or dissatisfied
61,579,3,3,1,1,3,3,3,3,3,3,3,4,3,4,4,11,1,4,1,4,1,4,4,neutral or dissatisfied
25,125,2,4,2,4,2,2,2,2,2,4,2,5,3,2,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
43,1632,1,1,1,1,4,4,4,5,5,5,5,3,5,4,4,4,4,1,1,4,1,4,4,satisfied
39,914,2,5,2,4,4,2,4,4,4,2,5,3,5,4,4,6,1,4,4,1,4,4,1,neutral or dissatisfied
55,913,2,1,1,1,4,3,4,2,2,2,2,2,2,3,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
63,1173,4,4,4,5,3,4,4,2,2,4,2,2,2,2,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
22,642,2,1,2,4,2,2,2,2,1,2,3,2,4,2,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
48,1645,2,2,1,4,5,2,4,1,1,1,1,4,1,4,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
24,237,5,4,5,3,3,5,3,3,5,5,5,4,5,3,4,4,1,4,1,4,1,4,4,satisfied
54,432,3,3,4,3,2,5,4,4,4,4,4,4,4,5,4,4,1,4,1,4,1,4,4,satisfied
34,1726,1,1,1,1,1,1,1,1,3,5,3,4,4,1,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
22,949,5,5,5,1,1,5,2,1,3,4,1,3,1,1,4,44,4,1,1,4,4,1,4,satisfied
41,438,2,4,2,2,2,2,2,4,4,4,4,3,4,1,38,52,1,4,1,4,1,4,4,satisfied
65,337,1,4,4,4,1,1,1,1,1,4,3,4,3,1,2,5,4,1,1,4,4,1,4,neutral or dissatisfied
54,3543,5,5,3,5,4,5,5,2,2,2,2,5,2,4,4,4,4,1,1,4,1,4,4,satisfied
54,1491,1,3,1,2,3,1,5,3,2,3,5,1,2,3,34,41,4,1,4,1,4,4,1,neutral or dissatisfied
21,224,1,4,1,3,1,1,1,1,1,3,3,4,3,1,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
66,372,2,1,2,2,5,2,5,5,1,3,2,2,3,5,17,9,1,4,1,4,4,1,4,neutral or dissatisfied
39,2586,3,1,5,1,3,3,4,3,3,3,3,2,3,2,4,24,4,1,1,4,1,4,4,neutral or dissatisfied
41,2867,4,4,4,4,5,5,4,5,5,5,5,3,5,3,26,14,4,1,1,4,1,4,4,satisfied
38,785,1,2,2,3,4,2,4,4,4,1,4,1,3,4,4,18,1,4,1,4,4,1,4,neutral or dissatisfied
55,3375,2,1,1,1,2,2,2,4,4,3,2,4,4,1,11,8,4,1,1,4,1,4,4,neutral or dissatisfied
42,1774,2,2,2,2,3,1,4,5,5,5,5,3,5,5,4,4,1,4,1,4,1,4,4,satisfied
33,164,4,4,4,2,2,4,2,2,1,2,5,5,4,2,4,4,4,1,1,4,4,4,1,satisfied
62,1244,3,5,3,4,3,3,3,3,4,1,1,4,2,3,42,14,4,1,4,1,4,1,4,neutral or dissatisfied
42,2643,2,3,2,2,4,4,4,3,3,3,3,4,3,5,4,4,4,1,1,4,1,4,4,satisfied
29,2864,3,3,5,3,4,4,4,4,3,4,5,5,5,4,4,4,1,4,1,4,1,4,4,satisfied
54,1464,3,2,5,2,3,3,3,3,3,2,3,2,2,3,25,28,4,1,1,4,4,1,4,neutral or dissatisfied
51,1972,1,1,1,1,4,4,5,4,4,4,4,5,4,4,4,4,1,4,1,4,1,4,4,satisfied
39,284,2,3,3,1,3,3,3,3,2,2,2,5,4,3,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
15,986,4,2,4,2,4,4,4,4,4,5,5,3,5,4,1,8,1,4,1,4,1,4,4,satisfied
23,264,3,4,3,3,1,3,1,1,1,5,4,4,4,1,24,55,4,1,1,4,4,1,4,neutral or dissatisfied
48,862,3,3,4,3,3,5,5,3,3,3,3,3,3,5,4,4,4,1,1,4,1,4,4,satisfied
16,236,2,5,2,2,4,2,4,4,3,3,4,4,5,4,78,73,1,4,4,1,1,4,4,neutral or dissatisfied
25,67,3,4,2,4,4,2,4,4,2,3,5,4,1,4,4,1,1,4,1,4,4,1,4,neutral or dissatisfied
49,3235,4,4,4,4,5,4,4,3,3,4,3,4,3,3,4,4,1,4,1,4,1,4,4,satisfied
45,665,3,4,4,4,3,4,4,3,3,3,3,2,3,1,67,47,1,4,1,4,4,4,1,neutral or dissatisfied
45,594,4,4,4,4,3,4,4,3,3,4,3,4,3,3,4,4,1,4,1,4,1,4,4,satisfied
46,445,3,4,3,5,4,3,4,4,5,2,5,3,4,4,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
37,386,3,3,3,3,5,5,5,5,5,5,5,4,5,4,4,4,1,4,1,4,1,4,4,satisfied
13,338,4,2,4,3,4,4,1,4,3,3,2,2,3,4,4,4,4,1,4,1,4,4,1,neutral or dissatisfied
61,2932,3,1,1,1,3,4,3,3,3,3,3,3,3,3,54,41,1,4,1,4,1,4,4,neutral or dissatisfied
17,646,2,3,3,3,2,2,4,2,4,1,3,4,4,2,4,2,1,4,1,4,4,4,1,neutral or dissatisfied
37,249,5,2,2,2,5,5,5,5,4,3,3,4,3,5,4,4,4,1,1,4,4,1,4,satisfied
15,1119,3,4,4,1,4,4,4,4,3,4,4,3,4,4,3,4,1,4,4,1,4,1,4,neutral or dissatisfied
23,344,3,4,3,1,4,3,3,4,4,3,4,5,4,4,3,4,4,1,1,4,4,1,4,neutral or dissatisfied
32,86,5,5,5,5,4,4,5,4,4,4,5,1,1,4,4,14,1,4,1,4,1,4,4,satisfied
58,237,2,4,2,1,2,4,4,2,2,2,1,5,2,5,33,27,1,4,4,1,4,1,4,neutral or dissatisfied
37,149,3,3,3,3,5,3,5,5,2,1,3,4,2,5,143,95,4,1,1,4,4,4,1,neutral or dissatisfied
15,86,4,4,4,1,3,4,3,3,3,3,4,3,5,3,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
41,683,2,2,2,2,5,5,5,4,4,4,4,3,4,5,15,4,4,1,1,4,1,4,4,satisfied
53,3244,3,3,3,3,2,5,4,5,5,5,4,3,5,4,4,4,4,1,1,4,1,4,4,satisfied
52,2475,1,4,1,4,1,1,1,2,4,2,4,1,4,1,4,6,1,4,4,1,1,4,4,neutral or dissatisfied
31,644,4,2,4,4,2,4,4,2,1,5,2,2,4,2,76,59,1,4,4,1,4,1,4,neutral or dissatisfied
56,2694,3,3,3,3,2,5,4,4,4,4,4,4,4,5,4,2,1,4,1,4,1,4,4,satisfied
48,949,2,2,2,2,4,5,4,2,2,2,2,3,2,3,6,4,1,4,1,4,1,4,4,satisfied
33,817,2,2,2,2,4,5,4,4,5,3,5,4,4,4,4,4,4,1,1,4,1,4,4,satisfied
45,2689,3,3,3,3,5,5,5,2,2,2,2,5,2,3,4,4,1,4,1,4,1,4,4,satisfied
42,447,3,4,4,2,1,4,1,1,3,4,5,4,5,1,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
25,3845,2,5,5,5,2,2,2,2,4,1,2,3,2,2,3,15,1,4,1,4,1,4,4,neutral or dissatisfied
44,2565,1,1,1,1,4,3,4,3,3,2,3,4,3,5,4,4,4,1,1,4,1,4,4,satisfied
33,187,3,4,4,4,3,2,3,3,2,4,2,2,2,3,6,4,4,1,1,4,4,1,4,neutral or dissatisfied
45,1237,3,4,4,4,5,5,4,4,4,3,4,1,4,3,49,43,1,4,1,4,4,4,1,satisfied
41,853,2,3,2,3,2,2,2,2,2,2,2,3,3,2,114,146,1,4,1,4,4,1,4,neutral or dissatisfied
28,1628,3,1,1,1,3,3,3,3,2,2,3,3,3,3,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
26,3754,1,1,1,1,5,5,5,5,3,3,5,5,4,5,4,4,1,4,1,4,1,4,4,satisfied
34,373,1,1,1,5,1,1,1,1,4,3,4,5,4,1,9,11,1,4,1,4,1,4,4,neutral or dissatisfied
23,244,3,3,4,3,1,4,1,1,1,4,4,2,4,1,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
57,1496,1,1,1,1,3,5,5,4,4,4,4,4,4,4,4,15,4,1,1,4,1,4,4,satisfied
36,231,4,5,5,5,4,4,4,4,5,1,3,4,1,4,1,2,4,1,1,4,4,1,4,satisfied
26,562,2,4,2,3,2,2,2,2,4,5,4,3,4,2,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
54,594,2,3,2,2,5,4,1,5,5,2,5,4,5,1,3,4,1,4,4,1,4,1,4,neutral or dissatisfied
29,3637,3,4,3,3,4,4,4,4,5,2,2,1,3,4,4,4,4,1,1,4,1,4,4,satisfied
26,813,3,4,3,4,3,3,3,3,3,3,4,3,5,3,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
37,134,2,4,4,3,1,4,2,1,4,2,3,2,4,1,1,4,4,1,4,1,4,1,4,neutral or dissatisfied
54,3955,4,3,4,4,4,5,5,4,4,4,4,5,4,3,4,4,4,1,1,4,1,4,4,satisfied
75,649,2,2,2,2,1,4,5,4,4,4,4,5,4,5,4,1,4,1,1,4,1,4,4,satisfied
29,868,2,2,2,4,3,2,3,3,3,4,3,2,3,3,4,4,1,4,1,4,4,4,1,neutral or dissatisfied
54,3247,1,5,5,5,1,3,3,1,1,1,1,3,1,4,9,4,1,4,1,4,1,4,4,neutral or dissatisfied
44,235,3,3,3,3,5,4,5,4,4,4,4,5,4,4,4,1,4,1,1,4,1,4,4,satisfied
36,141,2,4,2,3,3,2,3,3,2,2,4,5,3,3,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
21,714,2,4,2,2,1,2,1,1,3,5,4,3,5,1,123,145,4,1,4,1,4,1,4,neutral or dissatisfied
25,2192,3,1,3,3,3,3,3,3,5,1,3,2,3,3,4,4,1,4,1,4,1,4,4,satisfied
34,545,1,4,1,4,3,1,1,3,5,3,2,4,1,3,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
48,948,4,4,4,4,4,4,4,4,3,1,4,4,4,4,42,36,4,1,1,4,4,1,4,neutral or dissatisfied
24,1166,1,3,3,3,1,1,3,1,2,4,3,3,3,1,4,25,4,1,1,4,4,1,4,neutral or dissatisfied
29,1754,1,2,1,2,5,1,5,5,2,2,3,1,2,5,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
42,1185,3,3,3,3,3,3,5,4,4,4,4,1,4,4,4,4,1,4,1,4,1,4,4,satisfied
42,2465,3,4,3,3,2,5,4,4,4,4,4,5,4,3,4,4,4,1,1,4,1,4,4,satisfied
29,517,1,4,1,5,1,2,2,1,1,1,3,2,1,2,165,156,4,1,4,1,4,1,4,neutral or dissatisfied
25,554,2,5,2,5,2,2,2,1,3,3,4,2,1,2,144,171,4,1,1,4,1,4,4,neutral or dissatisfied
35,288,1,5,5,5,1,1,1,1,3,2,2,2,2,1,66,61,1,4,1,4,4,1,4,neutral or dissatisfied
54,746,3,2,3,4,5,3,5,5,4,1,3,2,4,5,99,141,4,1,4,1,4,1,4,neutral or dissatisfied
38,453,3,4,3,3,1,3,2,1,3,4,4,3,4,1,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
12,134,2,4,2,5,1,2,1,1,4,4,5,5,5,1,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
54,244,2,2,2,1,4,2,4,4,3,5,4,3,4,4,23,18,1,4,1,4,1,4,4,neutral or dissatisfied
54,1162,2,4,4,4,1,3,4,2,2,2,2,3,2,4,4,1,1,4,1,4,4,1,4,satisfied
64,86,3,4,3,1,2,3,2,2,3,4,4,5,4,2,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
52,157,5,4,4,4,3,3,4,3,3,5,3,2,3,1,4,4,1,4,1,4,4,1,4,satisfied
51,2688,2,4,4,4,1,4,3,2,2,2,2,1,2,3,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
54,925,4,4,4,4,3,5,4,4,4,4,4,3,4,4,4,4,1,4,1,4,1,4,4,satisfied
55,3268,2,2,2,2,5,5,5,4,4,4,4,3,4,3,4,4,4,1,1,4,1,4,4,satisfied
49,1616,1,5,2,4,2,4,5,1,1,2,1,5,1,3,4,24,1,4,4,1,4,1,4,neutral or dissatisfied
59,134,4,4,4,2,5,5,5,4,4,4,4,3,4,4,4,4,1,4,1,4,1,4,4,satisfied
55,325,2,2,2,2,4,3,3,3,3,2,3,1,3,2,2,6,1,4,1,4,4,1,4,neutral or dissatisfied
54,3587,2,2,2,2,2,5,4,5,5,5,5,4,5,4,7,1,4,1,1,4,1,4,4,satisfied
66,526,4,5,4,5,1,4,1,1,5,5,5,4,4,1,4,5,4,1,4,1,4,1,4,satisfied
59,2534,5,5,5,5,2,5,4,5,5,5,5,4,5,4,4,4,4,1,1,4,1,4,4,satisfied
27,224,4,4,4,3,3,4,3,3,3,2,5,5,5,3,11,7,1,4,1,4,1,4,4,satisfied
46,2597,5,5,5,5,5,5,5,4,4,5,4,3,4,5,4,4,4,1,1,4,1,4,4,satisfied
55,645,4,5,5,5,4,4,4,4,3,1,4,1,3,4,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
13,2176,4,4,5,5,4,5,2,4,3,2,5,4,5,4,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
44,967,5,5,5,5,3,4,4,2,2,2,2,4,2,3,4,4,4,1,1,4,1,4,4,satisfied
15,719,3,5,3,4,1,3,2,1,4,2,5,4,5,1,6,4,1,4,4,1,4,1,4,neutral or dissatisfied
41,1642,4,4,4,4,3,5,5,2,2,2,2,3,2,4,43,39,1,4,1,4,1,4,4,satisfied
32,3425,5,5,5,5,5,5,5,5,4,4,5,4,4,5,4,4,4,1,1,4,1,4,4,satisfied
54,3764,5,5,5,5,1,5,4,4,4,4,5,4,4,1,4,4,4,1,1,4,1,4,4,satisfied
25,689,4,4,4,1,3,4,3,3,1,5,5,4,2,3,4,4,1,4,1,4,4,1,4,satisfied
59,2611,2,2,2,2,2,2,2,2,3,3,2,4,2,2,4,8,4,1,4,1,4,4,1,neutral or dissatisfied
35,628,4,5,4,2,5,4,3,5,4,3,5,3,5,5,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
46,455,3,2,3,4,3,3,4,4,4,3,3,4,4,2,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
31,596,4,2,4,4,4,4,4,4,1,1,2,4,3,4,4,4,4,1,4,1,4,1,4,satisfied
23,1482,1,1,4,3,4,4,4,4,1,2,2,3,3,4,46,59,4,1,4,1,4,1,4,neutral or dissatisfied
54,733,5,5,5,5,2,4,4,5,5,5,5,5,5,3,12,29,1,4,1,4,1,4,4,satisfied
34,3531,1,1,1,1,3,3,3,1,1,1,1,2,1,3,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
14,544,2,4,2,4,2,3,3,3,3,4,4,3,4,3,131,114,4,1,4,1,4,1,4,neutral or dissatisfied
31,239,1,3,3,3,1,1,1,1,2,1,4,4,4,1,21,26,4,1,1,4,4,1,4,neutral or dissatisfied
44,141,1,5,4,1,4,4,4,4,1,1,3,5,5,4,3,1,4,1,1,4,4,1,4,neutral or dissatisfied
32,2345,1,1,1,1,4,4,4,4,5,3,4,3,4,4,4,4,4,1,1,4,1,4,4,satisfied
43,2562,4,4,4,4,3,4,5,5,5,5,5,2,5,2,4,4,4,1,1,4,1,4,4,satisfied
47,1216,2,3,2,3,5,2,5,5,3,3,4,3,4,5,14,4,4,1,4,1,4,1,4,neutral or dissatisfied
42,1893,1,4,1,1,3,5,5,4,4,4,4,4,4,5,4,4,1,4,1,4,1,4,4,satisfied
54,544,5,4,4,4,2,5,4,5,5,5,5,1,5,2,4,4,1,4,1,4,4,1,4,satisfied
58,338,2,1,1,4,1,1,1,1,1,2,3,1,3,1,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
21,3294,1,1,1,1,5,5,5,5,2,2,1,4,5,5,4,4,4,1,1,4,1,4,4,satisfied
58,3893,1,1,1,1,2,4,4,4,4,4,4,5,4,3,23,16,1,4,1,4,1,4,4,satisfied
28,3823,3,3,3,3,5,5,5,5,3,5,4,4,5,5,4,4,1,4,1,4,1,4,4,satisfied
44,1258,3,3,3,5,3,3,3,3,5,2,5,3,5,3,34,48,4,1,1,4,1,4,4,neutral or dissatisfied
22,1436,2,2,2,5,2,2,2,4,3,5,4,2,3,2,196,245,1,4,1,4,4,1,4,neutral or dissatisfied
46,1123,1,4,4,4,1,1,1,1,1,3,4,2,4,1,34,14,4,1,1,4,4,1,4,neutral or dissatisfied
54,534,4,3,3,3,4,4,4,4,3,1,1,1,1,4,5,7,4,1,1,4,4,1,4,neutral or dissatisfied
62,1594,2,4,3,1,1,4,3,4,4,3,4,3,4,2,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
49,2778,2,2,2,2,3,5,4,5,5,5,5,5,5,3,5,4,4,1,1,4,1,4,4,satisfied
44,1235,4,2,4,4,1,4,1,1,2,2,4,1,3,1,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
53,948,5,1,5,2,2,5,2,2,2,1,1,3,1,2,4,4,4,1,4,1,4,1,4,satisfied
45,271,2,2,4,2,2,5,5,4,4,4,4,5,4,5,4,4,4,1,1,4,1,4,4,satisfied
34,1555,3,2,2,2,3,3,3,3,1,3,3,1,3,3,32,25,4,1,1,4,1,4,4,neutral or dissatisfied
23,1544,4,4,4,3,4,4,4,4,4,2,4,4,4,4,6,5,4,1,1,4,1,4,4,satisfied
29,194,1,2,1,4,4,1,4,4,3,5,3,2,3,4,4,12,1,4,1,4,4,1,4,neutral or dissatisfied
32,924,4,4,4,4,2,2,2,2,3,4,5,3,4,2,4,4,4,1,1,4,1,4,4,satisfied
61,2169,3,3,3,3,1,2,1,5,5,5,5,5,5,4,4,4,1,4,1,4,1,4,4,satisfied
58,761,1,4,1,3,4,4,5,3,3,1,3,5,3,4,19,13,1,4,4,1,4,4,1,neutral or dissatisfied
64,2844,2,2,2,2,5,4,4,2,2,2,2,4,2,3,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
45,2871,1,1,1,1,5,4,4,4,4,4,4,3,4,5,1,4,1,4,1,4,1,4,4,satisfied
28,1592,1,1,1,2,1,1,1,1,2,2,3,3,2,1,4,1,1,4,1,4,4,4,1,neutral or dissatisfied
55,1124,5,5,5,5,2,4,4,4,4,5,4,5,4,5,4,4,1,4,1,4,1,4,4,satisfied
49,843,2,4,1,3,2,3,4,3,3,1,3,1,3,4,18,8,1,4,4,1,4,1,4,neutral or dissatisfied
28,1892,1,2,1,3,4,1,4,4,3,3,4,1,4,4,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
55,1849,3,3,3,3,5,4,5,3,3,3,3,4,3,5,4,4,1,4,1,4,1,4,4,satisfied
22,936,3,5,3,2,4,3,4,4,2,2,2,4,2,4,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
38,1167,1,1,4,1,1,1,1,1,3,4,3,1,3,1,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
51,2338,3,2,2,3,2,4,4,1,3,3,4,4,1,4,24,36,1,4,4,1,4,1,4,neutral or dissatisfied
14,391,1,1,1,3,3,1,3,3,4,2,4,4,4,3,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
35,1794,4,4,4,5,3,5,4,1,1,1,1,5,1,5,4,1,4,1,1,4,1,4,4,satisfied
64,3442,4,4,4,4,4,4,5,2,2,2,2,4,2,4,5,4,4,1,1,4,1,4,4,satisfied
44,247,2,4,2,2,4,5,4,3,3,2,3,5,3,5,9,3,1,4,4,1,4,4,1,neutral or dissatisfied
58,226,3,3,3,2,1,3,2,3,3,3,4,4,3,3,22,14,1,4,4,1,4,1,4,neutral or dissatisfied
37,1744,3,2,3,4,1,3,1,1,3,4,3,1,3,1,12,6,4,1,4,1,4,4,1,neutral or dissatisfied
52,2342,5,5,5,5,4,4,1,4,4,4,4,5,4,5,4,5,4,1,1,4,1,4,4,satisfied
67,1648,2,5,3,2,2,3,2,2,5,5,5,4,5,2,4,1,4,1,4,1,4,1,4,neutral or dissatisfied
36,1689,3,1,1,1,2,2,3,4,4,4,3,2,4,3,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
51,353,3,3,3,1,1,4,5,5,5,3,5,4,5,3,4,6,1,4,4,1,4,1,4,neutral or dissatisfied
29,722,4,4,4,3,5,4,5,5,3,3,3,1,2,5,19,24,4,1,1,4,4,1,4,neutral or dissatisfied
62,644,3,4,3,3,4,3,1,4,3,3,1,4,2,4,1,4,4,1,4,1,4,1,4,neutral or dissatisfied
65,324,1,1,1,1,3,4,4,1,1,1,1,3,1,3,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
26,2647,3,5,5,5,3,3,3,3,4,3,3,2,4,3,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
25,1472,2,2,2,2,3,2,3,3,5,4,5,4,5,3,6,4,4,1,1,4,1,4,4,satisfied
